O*NET-SOC Code	Title	Task ID	Task	Scale ID	Scale Name	Data Value	IMP_rating
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5611	Prepare students for later educational experiences by encouraging them to explore learning opportunities and to persevere with challenging tasks.	IM	Importance	4.29	82
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	23991	Refer students to outside counseling services.	IM	Importance	4.29	82
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5632	"Refer students to degree programs based on interests, aptitudes, or educational assessments."	IM	Importance	4.19	80
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18625	"Evaluate students' or individuals' abilities, interests, and personality characteristics, using tests, records, interviews, or professional sources."	IM	Importance	4.15	79
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5616	"Provide students with information on topics such as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs."	IM	Importance	3.98	75
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5621	Conduct follow-up interviews with counselees to determine if their needs have been met.	IM	Importance	3.87	72
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5626	"Instruct individuals in career development techniques, such as job search and application strategies, resume writing, and interview skills."	IM	Importance	3.81	70
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5625	"Assess needs for assistance, such as rehabilitation, financial aid, or additional vocational training, and refer clients to the appropriate services."	IM	Importance	3.8	70
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18631	"Plan and promote career and employment-related programs and events, such as career planning presentations, work experience programs, job fairs, and career workshops."	IM	Importance	3.72	68
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18630	"Attend meetings, educational conferences, and training workshops, and serve on committees."	IM	Importance	3.72	68
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5619	Teach classes and present self-help or information sessions on subjects related to education and career planning.	IM	Importance	3.68	67
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5624	"Plan and conduct orientation programs and group conferences to promote the adjustment of individuals to new life experiences, such as starting college."	IM	Importance	3.67	67
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5627	"Address community groups, faculty, and staff members to explain available counseling services."	IM	Importance	3.58	65
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5623	Prepare reports on students and activities as required by administration.	IM	Importance	3.54	64
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5630	Provide information for teachers and staff members involved in helping students or graduates identify and pursue employment opportunities.	IM	Importance	3.47	62
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18628	"Collaborate with teachers and administrators in the development, evaluation, and revision of school programs and in the preparation of master schedules for curriculum offerings."	IM	Importance	3.43	61
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18634	"Plan, direct, and participate in recruitment and enrollment activities."	IM	Importance	3.38	60
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18626	Identify cases of domestic abuse or other family problems and encourage students or parents to seek additional assistance from mental health professionals.	IM	Importance	4.38	85
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18624	"Confer with parents or guardians, teachers, administrators, and other professionals to discuss children's progress, resolve behavioral, academic, and other problems, and to determine priorities for students and their resource needs."	IM	Importance	4.27	82
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5633	Provide special services such as alcohol and drug prevention programs and classes that teach students to handle conflicts without resorting to violence.	IM	Importance	4.15	79
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5634	"Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."	IM	Importance	4.04	76
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18632	Establish and enforce administration policies and rules governing student behavior.	IM	Importance	3.76	69
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18635	"Supervise, train, and direct professional staff and interns."	IM	Importance	3.57	64
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5636	"Interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment."	IM	Importance	3.47	62
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5629	"Compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives."	IM	Importance	3.38	60
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18633	Establish contacts with employers to create internship and employment opportunities for students.	IM	Importance	3.36	59
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5637	Establish and supervise peer-counseling and peer-tutoring programs.	IM	Importance	3.28	57
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	18629	"Observe students during classroom and play activities to evaluate students' performance, behavior, social development, and physical health."	IM	Importance	3.13	53
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5639	Refer qualified counselees to employers or employment services for job placement.	IM	Importance	3.1	53
21-1012.00	"Educational, Guidance, and Career Counselors and Advisors"	5640	"Sponsor extracurricular activities, such as clubs, student organizations, and academic contests."	IM	Importance	2.7	43
21-1013.00	Marriage and Family Therapists	9186	Encourage individuals and family members to develop and use skills and strategies for confronting their problems in a constructive manner.	IM	Importance	4.77	94
21-1013.00	Marriage and Family Therapists	9184	Ask questions that will help clients identify their feelings and behaviors.	IM	Importance	4.74	94
21-1013.00	Marriage and Family Therapists	20232	"Develop and implement individualized treatment plans addressing family relationship problems, destructive patterns of behavior, and other personal issues."	IM	Importance	4.64	91
21-1013.00	Marriage and Family Therapists	9187	"Maintain case files that include activities, progress notes, evaluations, and recommendations."	IM	Importance	4.61	90
21-1013.00	Marriage and Family Therapists	9185	"Counsel clients on concerns, such as unsatisfactory relationships, divorce and separation, child rearing, home management, or financial difficulties."	IM	Importance	4.51	88
21-1013.00	Marriage and Family Therapists	9188	"Collect information about clients, using techniques such as testing, interviewing, discussion, or observation."	IM	Importance	4.51	88
21-1013.00	Marriage and Family Therapists	9191	Confer with clients to develop plans for posttreatment activities.	IM	Importance	4.05	76
21-1013.00	Marriage and Family Therapists	20233	"Confer with other counselors, doctors, and professionals to analyze individual cases and to coordinate counseling services."	IM	Importance	3.99	75
21-1013.00	Marriage and Family Therapists	9190	"Determine whether clients should be counseled or referred to other specialists in such fields as medicine, psychiatry, or legal aid."	IM	Importance	3.96	74
21-1013.00	Marriage and Family Therapists	9194	"Provide instructions to clients on how to obtain help with legal, financial, and other personal issues."	IM	Importance	3.37	59
21-1013.00	Marriage and Family Therapists	9196	"Provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods."	IM	Importance	3.36	59
21-1013.00	Marriage and Family Therapists	9193	Follow up on results of counseling programs and clients' adjustments to determine effectiveness of programs.	IM	Importance	3.53	63
21-1013.00	Marriage and Family Therapists	9197	"Supervise other counselors, social service staff, and assistants."	IM	Importance	3.42	61
21-1013.00	Marriage and Family Therapists	9195	"Gather information from doctors, schools, social workers, juvenile counselors, law enforcement personnel, and others to make recommendations to courts for resolution of child custody or visitation disputes."	IM	Importance	3.28	57
21-1013.00	Marriage and Family Therapists	9199	"Write evaluations of parents and children for use by courts deciding divorce and custody cases, testifying in court if necessary."	IM	Importance	3.19	55
21-1014.00	Mental Health Counselors	1591	Maintain confidentiality of records relating to clients' treatment.	IM	Importance	4.96	99
21-1014.00	Mental Health Counselors	1592	"Encourage clients to express their feelings and discuss what is happening in their lives, helping them to develop insight into themselves or their relationships."	IM	Importance	4.93	98
21-1014.00	Mental Health Counselors	1595	"Counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes."	IM	Importance	4.81	95
21-1014.00	Mental Health Counselors	23908	Perform crisis interventions to help ensure the safety of the patients and others.	IM	Importance	4.79	95
21-1014.00	Mental Health Counselors	18484	"Fill out and maintain client-related paperwork, including federal- and state-mandated forms, client diagnostic records, and progress notes."	IM	Importance	4.79	95
21-1014.00	Mental Health Counselors	18483	Assess patients for risk of suicide attempts.	IM	Importance	4.79	95
21-1014.00	Mental Health Counselors	20402	Perform crisis interventions with clients.	IM	Importance	4.75	94
21-1014.00	Mental Health Counselors	1593	Guide clients in the development of skills or strategies for dealing with their problems.	IM	Importance	4.75	94
21-1014.00	Mental Health Counselors	1594	Prepare and maintain all required treatment records and reports.	IM	Importance	4.71	93
21-1014.00	Mental Health Counselors	1598	Develop and implement treatment plans based on clinical experience and knowledge.	IM	Importance	4.64	91
21-1014.00	Mental Health Counselors	1596	"Collect information about clients through interviews, observation, or tests."	IM	Importance	4.54	89
21-1014.00	Mental Health Counselors	1606	Modify treatment activities or approaches as needed to comply with changes in clients' status.	IM	Importance	4.46	87
21-1014.00	Mental Health Counselors	1604	Evaluate the effectiveness of counseling programs on clients' progress in resolving identified problems and moving towards defined objectives.	IM	Importance	4.39	85
21-1014.00	Mental Health Counselors	1600	"Evaluate clients' physical or mental condition, based on review of client information."	IM	Importance	4.33	83
21-1014.00	Mental Health Counselors	18485	"Supervise other counselors, social service staff, assistants, or graduate students."	IM	Importance	4.21	80
21-1014.00	Mental Health Counselors	1608	Discuss with individual patients their plans for life after leaving therapy.	IM	Importance	4.18	80
21-1014.00	Mental Health Counselors	1602	"Refer patients, clients, or family members to community resources or to specialists as necessary."	IM	Importance	4.18	80
21-1014.00	Mental Health Counselors	1597	Act as client advocates to coordinate required services or to resolve emergency problems in crisis situations.	IM	Importance	4.15	79
21-1014.00	Mental Health Counselors	23909	Collaborate with mental health professionals and other staff members to perform clinical assessments or develop treatment plans.	IM	Importance	4	75
21-1014.00	Mental Health Counselors	1607	"Learn about new developments in counseling by reading professional literature, attending courses and seminars, or establishing and maintaining contact with other social service agencies."	IM	Importance	3.93	73
21-1014.00	Mental Health Counselors	1605	"Plan, organize, or lead structured programs of counseling, work, study, recreation, or social activities for clients."	IM	Importance	3.77	69
21-1014.00	Mental Health Counselors	1609	Gather information about community mental health needs or resources that could be used in conjunction with therapy.	IM	Importance	3.75	69
21-1014.00	Mental Health Counselors	1610	Monitor clients' use of medications.	IM	Importance	3.72	68
21-1014.00	Mental Health Counselors	1603	"Counsel family members to assist them in understanding, dealing with, or supporting clients or patients."	IM	Importance	3.63	66
21-1014.00	Mental Health Counselors	1612	Plan or conduct programs to prevent substance abuse or improve community health or counseling services.	IM	Importance	3.57	64
21-1014.00	Mental Health Counselors	1601	"Meet with families, probation officers, police, or other interested parties to exchange necessary information during the treatment process."	IM	Importance	3.44	61
21-1014.00	Mental Health Counselors	18486	"Coordinate or direct employee workshops, courses, or training about mental health issues."	IM	Importance	3.18	55
21-1015.00	Rehabilitation Counselors	9202	"Prepare and maintain records and case files, including documentation, such as clients' personal and eligibility information, services provided, narratives of client contacts, or relevant correspondence."	IM	Importance	4.44	86
21-1015.00	Rehabilitation Counselors	9201	Confer with clients to discuss their options and goals so that rehabilitation programs and plans for accessing needed services can be developed.	IM	Importance	4.42	86
21-1015.00	Rehabilitation Counselors	9205	"Develop rehabilitation plans that fit clients' aptitudes, education levels, physical abilities, and career goals."	IM	Importance	4.42	86
21-1015.00	Rehabilitation Counselors	9208	"Locate barriers to client employment, such as inaccessible work sites, inflexible schedules, or transportation problems, and work with clients to develop strategies for overcoming these barriers."	IM	Importance	4.38	85
21-1015.00	Rehabilitation Counselors	9200	Monitor and record clients' progress to ensure that goals and objectives are met.	IM	Importance	4.29	82
21-1015.00	Rehabilitation Counselors	9212	"Participate in job development and placement programs, contacting prospective employers, placing clients in jobs, and evaluating the success of placements."	IM	Importance	4.2	80
21-1015.00	Rehabilitation Counselors	9204	"Analyze information from interviews, educational and medical records, consultation with other professionals, and diagnostic evaluations to assess clients' abilities, needs, and eligibility for services."	IM	Importance	4.16	79
21-1015.00	Rehabilitation Counselors	9213	"Collaborate with clients' families to implement rehabilitation plans, such as behavioral, residential, social, or employment goals."	IM	Importance	4.16	79
21-1015.00	Rehabilitation Counselors	9207	"Develop and maintain relationships with community referral sources, such as schools or community groups."	IM	Importance	4.14	79
21-1015.00	Rehabilitation Counselors	9206	Maintain close contact with clients during job training and placements to resolve problems and evaluate placement adequacy.	IM	Importance	4.13	78
21-1015.00	Rehabilitation Counselors	9209	"Arrange for on-site job coaching or assistive devices, such as specially equipped wheelchairs, to help clients adapt to work or school environments."	IM	Importance	3.99	75
21-1015.00	Rehabilitation Counselors	9203	"Arrange for physical, mental, academic, vocational, and other evaluations to obtain information for assessing clients' needs and developing rehabilitation plans."	IM	Importance	3.91	73
21-1015.00	Rehabilitation Counselors	9210	"Confer with physicians, psychologists, occupational therapists, and other professionals to develop and implement client rehabilitation programs."	IM	Importance	3.91	73
21-1015.00	Rehabilitation Counselors	9214	Collaborate with community agencies to establish facilities and programs for persons with disabilities.	IM	Importance	3.81	70
21-1015.00	Rehabilitation Counselors	20234	"Manage budgets and direct case service allocations, authorizing expenditures and payments."	IM	Importance	3.9	73
21-1015.00	Rehabilitation Counselors	21178	Supervise rehabilitation counselors and staff.	IM	Importance	3.86	72
21-1015.00	Rehabilitation Counselors	9211	Develop diagnostic procedures to determine clients' needs.	IM	Importance	3.81	70
21-1021.00	"Child, Family, and School Social Workers"	237	Maintain case history records and prepare reports.	IM	Importance	4.57	89
21-1021.00	"Child, Family, and School Social Workers"	235	"Interview clients individually, in families, or in groups, assessing their situations, capabilities, and problems to determine what services are required to meet their needs."	IM	Importance	4.48	87
21-1021.00	"Child, Family, and School Social Workers"	250	"Serve as liaisons between students, homes, schools, family services, child guidance clinics, courts, protective services, doctors, and other contacts to help children who face problems, such as disabilities, abuse, or poverty."	IM	Importance	4.36	84
21-1021.00	"Child, Family, and School Social Workers"	241	Develop and review service plans in consultation with clients and perform follow-ups assessing the quantity and quality of services provided.	IM	Importance	4.27	82
21-1021.00	"Child, Family, and School Social Workers"	243	"Address legal issues, such as child abuse and discipline, assisting with hearings and providing testimony to inform custody arrangements."	IM	Importance	4.22	81
21-1021.00	"Child, Family, and School Social Workers"	240	"Counsel parents with child rearing problems, interviewing the child and family to determine whether further action is required."	IM	Importance	4.22	81
21-1021.00	"Child, Family, and School Social Workers"	239	"Consult with parents, teachers, and other school personnel to determine causes of problems, such as truancy and misbehavior, and to implement solutions."	IM	Importance	4.22	81
21-1021.00	"Child, Family, and School Social Workers"	246	"Arrange for medical, psychiatric, and other tests that may disclose causes of difficulties and indicate remedial measures."	IM	Importance	4.21	80
21-1021.00	"Child, Family, and School Social Workers"	245	"Refer clients to community resources for services, such as job placement, debt counseling, legal aid, housing, medical treatment, or financial assistance, and provide concrete information, such as where to go and how to apply."	IM	Importance	4.01	75
21-1021.00	"Child, Family, and School Social Workers"	236	"Counsel individuals, groups, families, or communities regarding issues including mental health, poverty, unemployment, substance abuse, physical abuse, rehabilitation, social adjustment, child care, or medical care."	IM	Importance	3.99	75
21-1021.00	"Child, Family, and School Social Workers"	244	"Provide, find, or arrange for support services, such as child care, homemaker service, prenatal care, substance abuse treatment, job training, counseling, or parenting classes to prevent more serious problems from developing."	IM	Importance	3.99	75
21-1021.00	"Child, Family, and School Social Workers"	242	"Collect supplementary information needed to assist client, such as employment records, medical records, or school reports."	IM	Importance	3.99	75
21-1021.00	"Child, Family, and School Social Workers"	251	"Place children in foster or adoptive homes, institutions, or medical treatment centers."	IM	Importance	4.68	92
21-1021.00	"Child, Family, and School Social Workers"	253	Recommend temporary foster care and advise foster or adoptive parents.	IM	Importance	4.53	88
21-1021.00	"Child, Family, and School Social Workers"	238	"Counsel students whose behavior, school progress, or mental or physical impairment indicate a need for assistance, diagnosing students' problems and arranging for needed services."	IM	Importance	4.36	84
21-1021.00	"Child, Family, and School Social Workers"	249	Evaluate personal characteristics and home conditions of foster home or adoption applicants.	IM	Importance	4.22	81
21-1021.00	"Child, Family, and School Social Workers"	255	Conduct social research.	IM	Importance	4.17	79
21-1021.00	"Child, Family, and School Social Workers"	252	Supervise other social workers.	IM	Importance	3.95	74
21-1021.00	"Child, Family, and School Social Workers"	256	"Lead group counseling sessions that provide support in such areas as grief, stress, or chemical dependency."	IM	Importance	3.75	69
21-1021.00	"Child, Family, and School Social Workers"	257	"Serve on policy-making committees, assist in community development, and assist client groups by lobbying for solutions to problems."	IM	Importance	3.72	68
21-1021.00	"Child, Family, and School Social Workers"	254	Determine clients' eligibility for financial assistance.	IM	Importance	3.41	60
21-1022.00	Healthcare Social Workers	263	Advocate for clients or patients to resolve crises.	IM	Importance	4.74	94
21-1022.00	Healthcare Social Workers	23910	Educate clients about end-of-life symptoms and options to assist them in making informed decisions.	IM	Importance	4.59	90
21-1022.00	Healthcare Social Workers	258	Collaborate with other professionals to evaluate patients' medical or physical condition and to assess client needs.	IM	Importance	4.58	90
21-1022.00	Healthcare Social Workers	260	"Refer patient, client, or family to community resources to assist in recovery from mental or physical illness and to provide access to services such as financial assistance, legal aid, housing, job placement or education."	IM	Importance	4.5	88
21-1022.00	Healthcare Social Workers	265	"Utilize consultation data and social work experience to plan and coordinate client or patient care and rehabilitation, following through to ensure service efficacy."	IM	Importance	4.33	83
21-1022.00	Healthcare Social Workers	267	"Monitor, evaluate, and record client progress according to measurable goals described in treatment and care plan."	IM	Importance	4.32	83
21-1022.00	Healthcare Social Workers	264	Identify environmental impediments to client or patient progress through interviews and review of patient records.	IM	Importance	4.22	81
21-1022.00	Healthcare Social Workers	261	"Counsel clients and patients in individual and group sessions to help them overcome dependencies, recover from illness, and adjust to life."	IM	Importance	4.17	79
21-1022.00	Healthcare Social Workers	15227	Plan discharge from care facility to home or other care facility.	IM	Importance	4.08	77
21-1022.00	Healthcare Social Workers	262	"Organize support groups or counsel family members to assist them in understanding, dealing with, and supporting the client or patient."	IM	Importance	4.08	77
21-1022.00	Healthcare Social Workers	266	Modify treatment plans to comply with changes in clients' status.	IM	Importance	4.08	77
21-1022.00	Healthcare Social Workers	268	Supervise and direct other workers providing services to clients or patients.	IM	Importance	3.68	67
21-1022.00	Healthcare Social Workers	272	"Plan and conduct programs to combat social problems, prevent substance abuse, or improve community health and counseling services."	IM	Importance	3.4	60
21-1022.00	Healthcare Social Workers	269	Develop or advise on social policy and assist in community development.	IM	Importance	3.14	54
21-1022.00	Healthcare Social Workers	271	Conduct social research to advance knowledge in the social work field.	IM	Importance	3	50
21-1022.00	Healthcare Social Workers	259	Investigate child abuse or neglect cases and take authorized protective action when necessary.	IM	Importance	4.53	88
21-1022.00	Healthcare Social Workers	270	Oversee Medicaid- and Medicare-related paperwork and recordkeeping in hospitals.	IM	Importance	3.5	63
21-1023.00	Mental Health and Substance Abuse Social Workers	273	"Counsel clients in individual or group sessions to assist them in dealing with substance abuse, mental or physical illness, poverty, unemployment, or physical abuse."	IM	Importance	4.53	88
21-1023.00	Mental Health and Substance Abuse Social Workers	275	"Collaborate with counselors, physicians, or nurses to plan or coordinate treatment, drawing on social work experience and patient needs."	IM	Importance	4.39	85
21-1023.00	Mental Health and Substance Abuse Social Workers	276	"Monitor, evaluate, and record client progress with respect to treatment goals."	IM	Importance	4.38	85
21-1023.00	Mental Health and Substance Abuse Social Workers	18487	"Interview clients, review records, conduct assessments, or confer with other professionals to evaluate the mental or physical condition of clients or patients."	IM	Importance	4.28	82
21-1023.00	Mental Health and Substance Abuse Social Workers	281	Supervise or direct other workers who provide services to clients or patients.	IM	Importance	4.19	80
21-1023.00	Mental Health and Substance Abuse Social Workers	279	Modify treatment plans according to changes in client status.	IM	Importance	4.15	79
21-1023.00	Mental Health and Substance Abuse Social Workers	18489	"Assist clients in adhering to treatment plans, such as setting up appointments, arranging for transportation to appointments, or providing support."	IM	Importance	3.99	75
21-1023.00	Mental Health and Substance Abuse Social Workers	18488	"Educate clients or community members about mental or physical illness, abuse, medication, or available community resources."	IM	Importance	3.97	74
21-1023.00	Mental Health and Substance Abuse Social Workers	278	"Counsel or aid family members to assist them in understanding, dealing with, or supporting the client or patient."	IM	Importance	3.94	74
21-1023.00	Mental Health and Substance Abuse Social Workers	18490	"Increase social work knowledge by reviewing current literature, conducting social research, or attending seminars, training workshops, or classes."	IM	Importance	3.73	68
21-1023.00	Mental Health and Substance Abuse Social Workers	277	"Refer patient, client, or family to community resources for housing or treatment to assist in recovery from mental or physical illness, following through to ensure service efficacy."	IM	Importance	3.66	67
21-1023.00	Mental Health and Substance Abuse Social Workers	280	"Plan or conduct programs to prevent substance abuse, combat social problems, or improve health or counseling services in community."	IM	Importance	3.61	65
21-1023.00	Mental Health and Substance Abuse Social Workers	282	Develop or advise on social policy or assist in community development.	IM	Importance	2.9	48
21-1091.00	Health Education Specialists	20236	"Prepare and distribute health education materials, such as reports, bulletins, and visual aids, to address smoking, vaccines, and other public health concerns."	IM	Importance	4.12	78
21-1091.00	Health Education Specialists	9218	Develop and maintain cooperative working relationships with agencies and organizations interested in public health care.	IM	Importance	4.1	78
21-1091.00	Health Education Specialists	9222	"Maintain databases, mailing lists, telephone networks, and other information to facilitate the functioning of health education programs."	IM	Importance	4.07	77
21-1091.00	Health Education Specialists	9216	"Document activities and record information, such as the numbers of applications completed, presentations conducted, and persons assisted."	IM	Importance	4.04	76
21-1091.00	Health Education Specialists	9217	"Develop and present health education and promotion programs, such as training workshops, conferences, and school or community presentations."	IM	Importance	3.99	75
21-1091.00	Health Education Specialists	9221	Collaborate with health specialists and civic groups to determine community health needs and the availability of services and to develop goals for meeting needs.	IM	Importance	3.85	71
21-1091.00	Health Education Specialists	9229	"Develop, conduct, or coordinate health needs assessments and other public health surveys."	IM	Importance	3.84	71
21-1091.00	Health Education Specialists	9223	"Supervise professional and technical staff in implementing health programs, objectives, and goals."	IM	Importance	3.84	71
21-1091.00	Health Education Specialists	9220	Develop operational plans and policies necessary to achieve health education objectives and services.	IM	Importance	3.81	70
21-1091.00	Health Education Specialists	9225	"Provide program information to the public by preparing and presenting press releases, conducting media campaigns, or maintaining program-related Web sites."	IM	Importance	3.78	70
21-1091.00	Health Education Specialists	9228	Develop and maintain health education libraries to provide resources for staff and community agencies.	IM	Importance	3.71	68
21-1091.00	Health Education Specialists	9224	Design and conduct evaluations and diagnostic studies to assess the quality and performance of health education programs.	IM	Importance	3.64	66
21-1091.00	Health Education Specialists	9226	"Develop, prepare, and coordinate grant applications and grant-related activities to obtain funding for health education programs and related work."	IM	Importance	3.62	66
21-1091.00	Health Education Specialists	9227	Provide guidance to agencies and organizations on assessment of health education needs and on development and delivery of health education programs.	IM	Importance	3.46	62
21-1091.00	Health Education Specialists	20237	Design and administer training programs for new employees and continuing education for existing employees.	IM	Importance	3.38	60
21-1091.00	Health Education Specialists	20235	"Develop educational materials and programs for community agencies, local government, and state government."	IM	Importance	3.82	71
21-1092.00	Probation Officers and Correctional Treatment Specialists	1614	Prepare and maintain case folder for each assigned inmate or offender.	IM	Importance	4.46	87
21-1092.00	Probation Officers and Correctional Treatment Specialists	1618	"Gather information about offenders' backgrounds by talking to offenders, their families and friends, and other people who have relevant information."	IM	Importance	4.41	85
21-1092.00	Probation Officers and Correctional Treatment Specialists	1625	Interview probationers and parolees regularly to evaluate their progress in accomplishing goals and maintaining the terms specified in their probation contracts and rehabilitation plans.	IM	Importance	4.41	85
21-1092.00	Probation Officers and Correctional Treatment Specialists	1617	Discuss with offenders how such issues as drug and alcohol abuse and anger management problems might have played roles in their criminal behavior.	IM	Importance	4.4	85
21-1092.00	Probation Officers and Correctional Treatment Specialists	20056	"Supervise people on community-based sentences, such as electronically monitored home detention, and provide field supervision of probationers by conducting curfew checks or visits to home, work, or school."	IM	Importance	4.39	85
21-1092.00	Probation Officers and Correctional Treatment Specialists	1628	"Investigate alleged parole violations, using interviews, surveillance, and search and seizure."	IM	Importance	4.37	84
21-1092.00	Probation Officers and Correctional Treatment Specialists	1624	Recommend remedial action or initiate court action in response to noncompliance with terms of probation or parole.	IM	Importance	4.34	84
21-1092.00	Probation Officers and Correctional Treatment Specialists	1621	"Arrange for medical, mental health, or substance abuse treatment services according to individual needs or court orders."	IM	Importance	4.34	84
21-1092.00	Probation Officers and Correctional Treatment Specialists	1620	"Develop liaisons and networks with other parole officers, community agencies, correctional institutions, psychiatric facilities, and aftercare agencies to plan for helping offenders with life adjustments."	IM	Importance	4.34	84
21-1092.00	Probation Officers and Correctional Treatment Specialists	20055	"Administer drug and alcohol tests, including random drug screens of offenders, to verify compliance with substance abuse treatment programs."	IM	Importance	4.33	83
21-1092.00	Probation Officers and Correctional Treatment Specialists	1616	"Inform offenders or inmates of requirements of conditional release, such as office visits, restitution payments, or educational and employment stipulations."	IM	Importance	4.31	83
21-1092.00	Probation Officers and Correctional Treatment Specialists	1631	Participate in decisions about whether cases should go before courts and which court should hear them.	IM	Importance	4.24	81
21-1092.00	Probation Officers and Correctional Treatment Specialists	1615	Write reports describing offenders' progress.	IM	Importance	4.18	80
21-1092.00	Probation Officers and Correctional Treatment Specialists	1629	Conduct prehearing and presentencing investigations and testify in court regarding offenders' backgrounds and recommended sentences and sentencing conditions.	IM	Importance	4.18	80
21-1092.00	Probation Officers and Correctional Treatment Specialists	1623	"Arrange for postrelease services, such as employment, housing, counseling, education, and social activities."	IM	Importance	4.12	78
21-1092.00	Probation Officers and Correctional Treatment Specialists	1622	"Provide offenders or inmates with assistance in matters concerning detainers, sentences in other jurisdictions, writs, and applications for social assistance."	IM	Importance	3.55	64
21-1092.00	Probation Officers and Correctional Treatment Specialists	1633	"Develop and prepare packets containing information about social service agencies, assistance organizations, and programs that might be useful for inmates or offenders."	IM	Importance	3.38	60
21-1092.00	Probation Officers and Correctional Treatment Specialists	1619	"Develop rehabilitation programs for assigned offenders or inmates, establishing rules of conduct, goals, and objectives."	IM	Importance	4.18	80
21-1092.00	Probation Officers and Correctional Treatment Specialists	1630	Recommend appropriate penitentiary for initial placement of an offender.	IM	Importance	4.02	76
21-1092.00	Probation Officers and Correctional Treatment Specialists	1627	Assess the suitability of penitentiary inmates for release under parole and statutory release programs and submit recommendations to parole boards.	IM	Importance	3.67	67
21-1092.00	Probation Officers and Correctional Treatment Specialists	1632	Identify and approve work placements for offenders with community service sentences.	IM	Importance	3.57	64
21-1093.00	Social and Human Service Assistants	21179	Assess clients' cognitive abilities and physical and emotional needs to determine appropriate interventions.	IM	Importance	4.37	84
21-1093.00	Social and Human Service Assistants	21180	Develop and implement behavioral management and care plans for clients.	IM	Importance	4.14	79
21-1093.00	Social and Human Service Assistants	3754	Keep records or prepare reports for owner or management concerning visits with clients.	IM	Importance	3.98	75
21-1093.00	Social and Human Service Assistants	3755	"Visit individuals in homes or attend group meetings to provide information on agency services, requirements, or procedures."	IM	Importance	3.96	74
21-1093.00	Social and Human Service Assistants	3757	Submit reports and review reports or problems with superior.	IM	Importance	3.94	74
21-1093.00	Social and Human Service Assistants	3759	"Interview individuals or family members to compile information on social, educational, criminal, institutional, or drug history."	IM	Importance	3.75	69
21-1093.00	Social and Human Service Assistants	3753	Provide information or refer individuals to public or private agencies or community services for assistance.	IM	Importance	3.64	66
21-1093.00	Social and Human Service Assistants	3756	"Advise clients regarding food stamps, child care, food, money management, sanitation, or housekeeping."	IM	Importance	3.4	60
21-1093.00	Social and Human Service Assistants	3758	Oversee day-to-day group activities of residents in institution.	IM	Importance	4.13	78
21-1093.00	Social and Human Service Assistants	3770	Assist in locating housing for displaced individuals.	IM	Importance	3.78	70
21-1093.00	Social and Human Service Assistants	3765	Consult with supervisor concerning programs for individual families.	IM	Importance	3.5	63
21-1093.00	Social and Human Service Assistants	3764	Demonstrate use and care of equipment for tenant use.	IM	Importance	3.34	59
21-1093.00	Social and Human Service Assistants	3772	"Assist in planning food budgets, using charts or sample budgets."	IM	Importance	3.14	54
21-1093.00	Social and Human Service Assistants	3771	"Assist clients with preparation of forms, such as tax or rent forms."	IM	Importance	3.05	51
21-1093.00	Social and Human Service Assistants	3762	"Explain rules established by owner or management, such as sanitation or maintenance requirements or parking regulations."	IM	Importance	3.02	51
21-1093.00	Social and Human Service Assistants	3767	Observe clients' food selections and recommend alternate economical and nutritional food choices.	IM	Importance	2.9	48
